subject	predicate	object	evidence_class
CL 0002038	HRA has_marker_component	HGNC 18683	HRA bn-514ea54505abdcbb124d26aa3d3350b9
CL 0002038	HRA has_marker_component	HGNC 1594	HRA bn-514ea54505abdcbb124d26aa3d3350b9
CL 0002038	HRA has_marker_component	HGNC 3766	HRA bn-514ea54505abdcbb124d26aa3d3350b9
CL 0002038	HRA has_marker_component	HGNC 7717	HRA bn-514ea54505abdcbb124d26aa3d3350b9
CL 0002038	HRA has_marker_component	HGNC 24944	HRA bn-514ea54505abdcbb124d26aa3d3350b9
CL 0002038	HRA has_marker_component	HGNC 6024	HRA bn-514ea54505abdcbb124d26aa3d3350b9
CL 0002038	HRA has_marker_component	HGNC 30881	HRA bn-514ea54505abdcbb124d26aa3d3350b9
CL 0002038	HRA has_marker_component	HGNC 19829	HRA bn-514ea54505abdcbb124d26aa3d3350b9
HRA temp-dlit140	HRA has_marker_component	HGNC 53175	HRA bn-6a90d9cb149bf04b5e4804f363df1f85
CL 0000809	HRA has_marker_component	HGNC 1638	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 1635	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 1695	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 1706	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 1634	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 1678	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 14240	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 1707	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 1694	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 12556	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 26009	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 11922	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 1685	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0000809	HRA has_marker_component	HGNC 14415	HRA bn-30173030e158babbcbc6a85fd7a4d532
CL 0002573	HRA has_marker_component	HGNC 1119	HRA bn-9aa56ee795ca7208fcafb6481df62fd0
CL 0002573	HRA has_marker_component	HGNC 1050	HRA bn-9aa56ee795ca7208fcafb6481df62fd0
CL 0002573	HRA has_marker_component	HGNC 12513	HRA bn-9aa56ee795ca7208fcafb6481df62fd0
CL 0000540	HRA has_marker_component	HGNC 6551	HRA bn-6b512bae62d6d9572f3be0053501ac9b
CL 0000540	HRA has_marker_component	HGNC 1569	HRA bn-6b512bae62d6d9572f3be0053501ac9b
CL 0000540	HRA has_marker_component	HGNC 8820	HRA bn-6b512bae62d6d9572f3be0053501ac9b
PCL 0015012	HRA has_marker_component	HGNC 5297	HRA bn-89d36c56f62206b0205855ac4d722f48
HRA temp-splat334	HRA has_marker_component	HGNC 19664	HRA bn-2d2468d7f1e520aefb682ad8052343fb
HRA temp-splat334	HRA has_marker_component	HGNC 9218	HRA bn-2d2468d7f1e520aefb682ad8052343fb
PCL 0015112	HRA has_marker_component	HGNC 3180	HRA bn-ba2f48e4b8d7b5f6957efbac7611b081
PCL 0015112	HRA has_marker_component	HGNC 24176	HRA bn-ba2f48e4b8d7b5f6957efbac7611b081
CL 0001056	HRA has_marker_component	HGNC 1638	HRA bn-72fa6455997e8df581ddbc514eb535a1
CL 0001056	HRA has_marker_component	HGNC 3609	HRA bn-72fa6455997e8df581ddbc514eb535a1
CL 0001056	HRA has_marker_component	HGNC 613	HRA bn-72fa6455997e8df581ddbc514eb535a1
CL 0001056	HRA has_marker_component	HGNC 1636	HRA bn-72fa6455997e8df581ddbc514eb535a1
CL 0001056	HRA has_marker_component	HGNC 4947	HRA bn-72fa6455997e8df581ddbc514eb535a1
PCL 0015048	HRA has_marker_component	HGNC 20779	HRA bn-b751f0fe9c39850910683554383d4dfa
PCL 0015048	HRA has_marker_component	HGNC 30748	HRA bn-b751f0fe9c39850910683554383d4dfa
PCL 0015048	HRA has_marker_component	HGNC 13278	HRA bn-b751f0fe9c39850910683554383d4dfa
CL 1000413	HRA has_marker_component	HGNC 19832	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 4279	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 12726	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 5472	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 8823	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 3227	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 1079	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 2047	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 35454	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 2892	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000413	HRA has_marker_component	HGNC 7884	HRA bn-5305194f3e7df37891169449c8ca46a6
CL 1000477	HRA has_marker_component	HGNC 4280	HRA bn-a4ba3d7b5a2ddb3038a9b4535b7222ca
CL 1000477	HRA has_marker_component	HGNC 16882	HRA bn-a4ba3d7b5a2ddb3038a9b4535b7222ca
HRA temp-splat352	HRA has_marker_component	HGNC 19087	HRA bn-bf69b5dbfb0be23110d376c753c46fc4
HRA temp-splat352	HRA has_marker_component	HGNC 6593	HRA bn-bf69b5dbfb0be23110d376c753c46fc4
HRA temp-splat352	HRA has_marker_component	HGNC 49642	HRA bn-bf69b5dbfb0be23110d376c753c46fc4
HRA temp-splat352	HRA has_marker_component	HGNC 4172	HRA bn-bf69b5dbfb0be23110d376c753c46fc4
HRA temp-url297	HRA has_marker_component	HGNC 9921	HRA bn-3e2f02cc31146b325b92ac05f4793652
HRA temp-midi437	HRA has_marker_component	HGNC 10259	HRA bn-8f60bccef6bbca185422b7fc96ccdd3b
HRA temp-midi437	HRA has_marker_component	HGNC 1077	HRA bn-8f60bccef6bbca185422b7fc96ccdd3b
HRA temp-midi437	HRA has_marker_component	HGNC 43906	HRA bn-8f60bccef6bbca185422b7fc96ccdd3b
CL 0000169	HRA has_marker_component	HGNC 1929	HRA bn-4715dcc4cfa3680b36e53e1c16908cee
CL 0000169	HRA has_marker_component	HGNC 23145	HRA bn-4715dcc4cfa3680b36e53e1c16908cee
CL 0000169	HRA has_marker_component	HGNC 6081	HRA bn-4715dcc4cfa3680b36e53e1c16908cee
CL 0000169	HRA has_marker_component	HGNC 7839	HRA bn-4715dcc4cfa3680b36e53e1c16908cee
CL 0000169	HRA has_marker_component	HGNC 11506	HRA bn-4715dcc4cfa3680b36e53e1c16908cee
CL 0000169	HRA has_marker_component	HGNC 6107	HRA bn-4715dcc4cfa3680b36e53e1c16908cee
CL 0000169	HRA has_marker_component	HGNC 12513	HRA bn-4715dcc4cfa3680b36e53e1c16908cee
CL 0000169	HRA has_marker_component	HGNC 3365	HRA bn-4715dcc4cfa3680b36e53e1c16908cee
CL 0000540	HRA has_marker_component	HGNC 7859	HRA bn-98dbc916e9fddfb6d7c4d9df2681b27f
CL 0000540	HRA has_marker_component	HGNC 1438	HRA bn-98dbc916e9fddfb6d7c4d9df2681b27f
CL 0000540	HRA has_marker_component	HGNC 11201	HRA bn-98dbc916e9fddfb6d7c4d9df2681b27f
CL 1000454	HRA has_marker_component	HGNC 1748	HRA bn-8d440d0ab280018c46050a0d5c1ec35e
CL 1000454	HRA has_marker_component	HGNC 6446	HRA bn-8d440d0ab280018c46050a0d5c1ec35e
CL 1000454	HRA has_marker_component	HGNC 4172	HRA bn-8d440d0ab280018c46050a0d5c1ec35e
CL 4033007	HRA has_marker_component	HGNC 4027	HRA bn-3a889d4d78b9dcd1bde6df60ec8732d3
CL 4033007	HRA has_marker_component	HGNC 2700	HRA bn-3a889d4d78b9dcd1bde6df60ec8732d3
CL 4033007	HRA has_marker_component	HGNC 3318	HRA bn-3a889d4d78b9dcd1bde6df60ec8732d3
CL 4033007	HRA has_marker_component	HGNC 14323	HRA bn-3a889d4d78b9dcd1bde6df60ec8732d3
CL 4033007	HRA has_marker_component	HGNC 19864	HRA bn-3a889d4d78b9dcd1bde6df60ec8732d3
CL 4033007	HRA has_marker_component	HGNC 20657	HRA bn-3a889d4d78b9dcd1bde6df60ec8732d3
CL 4033007	HRA has_marker_component	HGNC 11529	HRA bn-3a889d4d78b9dcd1bde6df60ec8732d3
CL 4033007	HRA has_marker_component	HGNC 739	HRA bn-3a889d4d78b9dcd1bde6df60ec8732d3
CL 4033007	HRA has_marker_component	HGNC 1748	HRA bn-3a889d4d78b9dcd1bde6df60ec8732d3
CL 0000845	HRA has_marker_component	HGNC 1637	HRA bn-f882188daebcd82051d816b0e270360d
CL 0000845	HRA has_marker_component	HGNC 3612	HRA bn-f882188daebcd82051d816b0e270360d
CL 0000845	HRA has_marker_component	HGNC 2336	HRA bn-f882188daebcd82051d816b0e270360d
CL 0000845	HRA has_marker_component	HGNC 5480	HRA bn-f882188daebcd82051d816b0e270360d
CL 0000845	HRA has_marker_component	HGNC 7315	HRA bn-f882188daebcd82051d816b0e270360d
CL 0000845	HRA has_marker_component	HGNC 1636	HRA bn-f882188daebcd82051d816b0e270360d
CL 0000845	HRA has_marker_component	HGNC 6018	HRA bn-f882188daebcd82051d816b0e270360d
CL 0000845	HRA has_marker_component	HGNC 5541	HRA bn-f882188daebcd82051d816b0e270360d
CL 0000845	HRA has_marker_component	HGNC 11922	HRA bn-f882188daebcd82051d816b0e270360d
CL 1000742	HRA has_marker_component	HGNC 17732	HRA bn-8c18bada995e878e9fe4ae5c61c6f246
CL 1000742	HRA has_marker_component	HGNC 26270	HRA bn-8c18bada995e878e9fe4ae5c61c6f246
CL 1000742	HRA has_marker_component	HGNC 8804	HRA bn-8c18bada995e878e9fe4ae5c61c6f246
CL 1000742	HRA has_marker_component	HGNC 10249	HRA bn-8c18bada995e878e9fe4ae5c61c6f246
CL 1000742	HRA has_marker_component	HGNC 16953	HRA bn-8c18bada995e878e9fe4ae5c61c6f246
CL 1000742	HRA has_marker_component	HGNC 6144	HRA bn-8c18bada995e878e9fe4ae5c61c6f246
CL 0000900	HRA has_marker_component	HGNC 12029	HRA bn-d6d6bf8d20225e0fb4f715cc234bdf7c
CL 0000900	HRA has_marker_component	HGNC 1706	HRA bn-d6d6bf8d20225e0fb4f715cc234bdf7c
CL 0000900	HRA has_marker_component	HGNC 9666	HRA bn-d6d6bf8d20225e0fb4f715cc234bdf7c
CL 0000900	HRA has_marker_component	HGNC 1678	HRA bn-d6d6bf8d20225e0fb4f715cc234bdf7c
CL 0000900	HRA has_marker_component	HGNC 6024	HRA bn-d6d6bf8d20225e0fb4f715cc234bdf7c
CL 0000900	HRA has_marker_component	HGNC 1608	HRA bn-d6d6bf8d20225e0fb4f715cc234bdf7c
CL 0000900	HRA has_marker_component	HGNC 1673	HRA bn-d6d6bf8d20225e0fb4f715cc234bdf7c
CL 0000900	HRA has_marker_component	HGNC 636	HRA bn-d6d6bf8d20225e0fb4f715cc234bdf7c
CL 0000900	HRA has_marker_component	HGNC 1674	HRA bn-d6d6bf8d20225e0fb4f715cc234bdf7c
CL 0000540	HRA has_marker_component	HGNC 7593	HRA bn-e720f6e84e00e4ba3300e58404ac6336
CL 0000540	HRA has_marker_component	HGNC 23145	HRA bn-e720f6e84e00e4ba3300e58404ac6336
CL 0000540	HRA has_marker_component	HGNC 2212	HRA bn-e720f6e84e00e4ba3300e58404ac6336
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 2252	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 2605	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 3559	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 6895	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 10627	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 1631	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 1686	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 11127	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 1693	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 9666	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 9236	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
HRA temp-alveolar-macrophage-ccl3-	HRA has_marker_component	HGNC 7228	HRA bn-683a5c6e56da6ebe07892776c31fb3b0
CL 0002306	HRA has_marker_component	HGNC 2548	HRA bn-236d1f8bba775b45e48cee33fe64640d
CL 0002306	HRA has_marker_component	HGNC 6694	HRA bn-236d1f8bba775b45e48cee33fe64640d
CL 0002306	HRA has_marker_component	HGNC 4175	HRA bn-236d1f8bba775b45e48cee33fe64640d
CL 0002306	HRA has_marker_component	HGNC 417	HRA bn-236d1f8bba775b45e48cee33fe64640d
CL 0002306	HRA has_marker_component	HGNC 10916	HRA bn-236d1f8bba775b45e48cee33fe64640d
CL 0002457	HRA has_marker_component	HGNC 7067	HRA bn-38e3cdbb5e6093e48946cdb6a7b15e6e
CL 0002457	HRA has_marker_component	HGNC 17935	HRA bn-38e3cdbb5e6093e48946cdb6a7b15e6e
CL 0002457	HRA has_marker_component	HGNC 1634	HRA bn-38e3cdbb5e6093e48946cdb6a7b15e6e
PCL 0015085	HRA has_marker_component	HGNC 2663	HRA bn-12befae94936323cf79de20ca60ee698
PCL 0015085	HRA has_marker_component	HGNC 5318	HRA bn-12befae94936323cf79de20ca60ee698
HRA temp-misc401	HRA has_marker_component	HGNC 29426	HRA bn-25c555e042dce7a6dc0739d82f251568
HRA temp-misc401	HRA has_marker_component	HGNC 44222	HRA bn-25c555e042dce7a6dc0739d82f251568
HRA temp-misc401	HRA has_marker_component	HGNC 11191	HRA bn-25c555e042dce7a6dc0739d82f251568
CL 0000990	HRA has_marker_component	HGNC 1625	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 11784	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 6152	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 5951	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 1628	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 1674	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 1636	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 1633	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 7656	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 26705	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 3619	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000990	HRA has_marker_component	HGNC 6012	HRA bn-f55276b8655b2b3d2b72370b9977c48d
CL 0000788	HRA has_marker_component	HGNC 10720	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 11922	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 2336	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 7154	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 990	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 4947	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 1667	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 1636	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 1697	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 5480	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 3612	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 9666	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 7315	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 24692	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
CL 0000788	HRA has_marker_component	HGNC 1633	HRA bn-3b4b550bb444111c7a7e3f3e26a2d643
HRA temp-midi442	HRA has_marker_component	HGNC 1514	HRA bn-291ffefabfd6a26feb4111e9aae0464d
HRA temp-midi442	HRA has_marker_component	HGNC 21641	HRA bn-291ffefabfd6a26feb4111e9aae0464d
HRA temp-midi442	HRA has_marker_component	HGNC 23631	HRA bn-291ffefabfd6a26feb4111e9aae0464d
PCL 0015005	HRA has_marker_component	HGNC 7872	HRA bn-71b00f8774b1f36feb5dc634e25d9bb6
PCL 0015005	HRA has_marker_component	HGNC 5200	HRA bn-71b00f8774b1f36feb5dc634e25d9bb6
CL 0009086	HRA has_marker_component	HGNC 14687	HRA bn-41018d4080601a8644269f2f7ac65a64
CL 0009086	HRA has_marker_component	HGNC 10620	HRA bn-41018d4080601a8644269f2f7ac65a64
CL 0009086	HRA has_marker_component	HGNC 7178	HRA bn-41018d4080601a8644269f2f7ac65a64
CL 0009086	HRA has_marker_component	HGNC 35454	HRA bn-41018d4080601a8644269f2f7ac65a64
CL 0009086	HRA has_marker_component	HGNC 2047	HRA bn-41018d4080601a8644269f2f7ac65a64
CL 0009086	HRA has_marker_component	HGNC 8823	HRA bn-41018d4080601a8644269f2f7ac65a64
CL 0009086	HRA has_marker_component	HGNC 9459	HRA bn-41018d4080601a8644269f2f7ac65a64
HRA temp-ulit129	HRA has_marker_component	HGNC 41926	HRA bn-aad065bbd678b3c401c7aef2defff283
HRA temp-ulit129	HRA has_marker_component	HGNC 53212	HRA bn-aad065bbd678b3c401c7aef2defff283
HRA temp-misc132	HRA has_marker_component	HGNC 10259	HRA bn-6851e50602d5b5eebd2beefb6f9c8c97
HRA temp-misc132	HRA has_marker_component	HGNC 1686	HRA bn-6851e50602d5b5eebd2beefb6f9c8c97
HRA temp-misc132	HRA has_marker_component	HGNC 3488	HRA bn-6851e50602d5b5eebd2beefb6f9c8c97
CL 0000897	HRA has_marker_component	HGNC 9666	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 2360	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 9360	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 1608	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 16647	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 6134	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 1674	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 26974	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 1678	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 4709	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
CL 0000897	HRA has_marker_component	HGNC 1706	HRA bn-6867cdaa2cce3cbf6df8bffdabd43e6f
HRA temp-l5et115	HRA has_marker_component	HGNC 12810	HRA bn-9be90c7bd079beeb4e62441616d63b05
HRA temp-l5et115	HRA has_marker_component	HGNC 2445	HRA bn-9be90c7bd079beeb4e62441616d63b05
CL 0000623	HRA has_marker_component	HGNC 1673	HRA bn-c83f7bbab58100ae6c4cccefb0e2ceb4
CL 0000623	HRA has_marker_component	HGNC 7656	HRA bn-c83f7bbab58100ae6c4cccefb0e2ceb4
CL 0000623	HRA has_marker_component	HGNC 3619	HRA bn-c83f7bbab58100ae6c4cccefb0e2ceb4
HRA temp-msn206	HRA has_marker_component	HGNC 3126	HRA bn-e335e259bc9eb9245e8aea4962b4db3d
HRA temp-msn206	HRA has_marker_component	HGNC 4319	HRA bn-e335e259bc9eb9245e8aea4962b4db3d
CL 0000577	HRA has_marker_component	HGNC 1929	HRA bn-c6066d02c5e2f66e44d5011fb407a07b
CL 0000577	HRA has_marker_component	HGNC 12008	HRA bn-c6066d02c5e2f66e44d5011fb407a07b
CL 0000577	HRA has_marker_component	HGNC 11506	HRA bn-c6066d02c5e2f66e44d5011fb407a07b
HRA temp-thex460	HRA has_marker_component	HGNC 13826	HRA bn-38b1ca56d33893c33b3dade14fafe4fb
HRA temp-thex460	HRA has_marker_component	HGNC 49796	HRA bn-38b1ca56d33893c33b3dade14fafe4fb
CL 0000158	HRA has_marker_component	HGNC 18391	HRA bn-b2a8f7fdadc6ff81d86067f2d3478ba5
CL 0000158	HRA has_marker_component	HGNC 1748	HRA bn-b2a8f7fdadc6ff81d86067f2d3478ba5
CL 0000158	HRA has_marker_component	HGNC 20657	HRA bn-b2a8f7fdadc6ff81d86067f2d3478ba5
CL 0000158	HRA has_marker_component	HGNC 4027	HRA bn-b2a8f7fdadc6ff81d86067f2d3478ba5
CL 0000158	HRA has_marker_component	HGNC 3318	HRA bn-b2a8f7fdadc6ff81d86067f2d3478ba5
CL 0000158	HRA has_marker_component	HGNC 12523	HRA bn-b2a8f7fdadc6ff81d86067f2d3478ba5
CL 0000158	HRA has_marker_component	HGNC 11529	HRA bn-b2a8f7fdadc6ff81d86067f2d3478ba5
CL 0000158	HRA has_marker_component	HGNC 2632	HRA bn-b2a8f7fdadc6ff81d86067f2d3478ba5
CL 0000814	HRA has_marker_component	HGNC 2252	HRA bn-55a73bfb9b4d118ca4ea06bdae1c684b
CL 0000814	HRA has_marker_component	HGNC 1674	HRA bn-55a73bfb9b4d118ca4ea06bdae1c684b
CL 0000814	HRA has_marker_component	HGNC 6024	HRA bn-55a73bfb9b4d118ca4ea06bdae1c684b
CL 0000814	HRA has_marker_component	HGNC 1686	HRA bn-55a73bfb9b4d118ca4ea06bdae1c684b
CL 0000814	HRA has_marker_component	HGNC 7656	HRA bn-55a73bfb9b4d118ca4ea06bdae1c684b
CL 0000814	HRA has_marker_component	HGNC 9666	HRA bn-55a73bfb9b4d118ca4ea06bdae1c684b
HRA temp-dlnp92	HRA has_marker_component	HGNC 3969	HRA bn-7431d6e2cebabaaa72e2d2b46d9d635d
CL 0000767	HRA has_marker_component	HGNC 1686	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
CL 0000767	HRA has_marker_component	HGNC 6012	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
CL 0000767	HRA has_marker_component	HGNC 2252	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
CL 0000767	HRA has_marker_component	HGNC 3611	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
CL 0000767	HRA has_marker_component	HGNC 3609	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
CL 0000767	HRA has_marker_component	HGNC 14558	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
CL 0000767	HRA has_marker_component	HGNC 9666	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
CL 0000767	HRA has_marker_component	HGNC 3358	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
CL 0000767	HRA has_marker_component	HGNC 28344	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
CL 0000767	HRA has_marker_component	HGNC 1604	HRA bn-7e36ebbca8b7fd1ff4f16b69fb71b9
HRA temp-splat409	HRA has_marker_component	HGNC 11521	HRA bn-4647a5bfd18f06bdcb7f0092221d0521
HRA temp-splat409	HRA has_marker_component	HGNC 18695	HRA bn-4647a5bfd18f06bdcb7f0092221d0521
HRA temp-splat409	HRA has_marker_component	HGNC 4324	HRA bn-4647a5bfd18f06bdcb7f0092221d0521
CL 0000788	HRA has_marker_component	HGNC 2428	HRA bn-f717ee3b33b521c70e38cebdea757ec8
CL 0000788	HRA has_marker_component	HGNC 5480	HRA bn-f717ee3b33b521c70e38cebdea757ec8
CL 0000788	HRA has_marker_component	HGNC 7315	HRA bn-f717ee3b33b521c70e38cebdea757ec8
CL 0000788	HRA has_marker_component	HGNC 11648	HRA bn-f717ee3b33b521c70e38cebdea757ec8
CL 0000788	HRA has_marker_component	HGNC 6015	HRA bn-f717ee3b33b521c70e38cebdea757ec8
CL 0000788	HRA has_marker_component	HGNC 3612	HRA bn-f717ee3b33b521c70e38cebdea757ec8
CL 0000909	HRA has_marker_component	HGNC 1706	HRA bn-11e987df346819397cd1c5d36c7cd085
CL 0000909	HRA has_marker_component	HGNC 1678	HRA bn-11e987df346819397cd1c5d36c7cd085
CL 0000909	HRA has_marker_component	HGNC 1674	HRA bn-11e987df346819397cd1c5d36c7cd085
CL 0000909	HRA has_marker_component	HGNC 9666	HRA bn-11e987df346819397cd1c5d36c7cd085
CL 0000909	HRA has_marker_component	HGNC 11922	HRA bn-11e987df346819397cd1c5d36c7cd085
HRA temp-splat366	HRA has_marker_component	HGNC 2663	HRA bn-564865f1704f7e731710c476cfe6854f
HRA temp-splat366	HRA has_marker_component	HGNC 11641	HRA bn-564865f1704f7e731710c476cfe6854f
HRA temp-splat366	HRA has_marker_component	HGNC 19087	HRA bn-564865f1704f7e731710c476cfe6854f
HRA temp-splat366	HRA has_marker_component	HGNC 6352	HRA bn-564865f1704f7e731710c476cfe6854f
PCL 0015100	HRA has_marker_component	HGNC 21569	HRA bn-d03cf00f5791689cc60dd9d511d2f59b
PCL 0015100	HRA has_marker_component	HGNC 2731	HRA bn-d03cf00f5791689cc60dd9d511d2f59b
HRA temp-flat-epithelial-cells	HRA has_marker_component	HGNC 1373	HRA bn-b4591e8af7569d57710fae3ae313faeb
HRA temp-cop41	HRA has_marker_component	HGNC 20707	HRA bn-b928210833cfc4f1841dfc9b8ef504d
HRA temp-cytotoxic-memory-t-cell	HRA has_marker_component	HGNC 1674	HRA bn-5946a96e016629eba5ef3c0e6e36031e
